state,year,quarter,district,count,amount
Bihar,2021,3,Darbhanga District,5791524,12557911471.47
Bihar,2021,3,Nawada District,2139002,5233101106.18
Bihar,2021,3,Jamui District,1679182,3769910510.86
Bihar,2021,3,Sheikhpura District,463143,1178457856.43
Bihar,2021,3,Siwan District,6975763,14555326812.65
Bihar,2021,3,Muzaffarpur District,8663460,19088505213.98
Bihar,2021,3,Patna District,65085179,120377977089.17
Bihar,2021,3,Jehanabad District,1195445,3015464945.9
Bihar,2021,3,Rohtas District,3409156,7988380311.97
Bihar,2021,3,Begusarai District,3382669,7023004546.17
Bihar,2021,3,Supaul District,2247423,5797237916.38
Bihar,2021,3,Sitamarhi District,3071280,7538949774.6
Bihar,2021,3,Saran District,4909074,10653230755.21
Bihar,2021,3,Arwal District,655254,1419881953.7
Bihar,2021,3,Vaishali District,4483512,10019125517.53
Bihar,2021,3,Pashchim Champaran District,5626291,12052580759.05
Bihar,2021,3,Gopalganj District,3591809,7691691799.83
Bihar,2021,3,Lakhisarai District,944664,2099202462.57
Bihar,2021,3,Aurangabad District,2970923,6528699841.27
Bihar,2021,3,Kaimur Bhabua District,1218238,2858892134.93
Bihar,2021,3,Araria District,2813200,7222773479.32
Bihar,2021,3,Munger District,1519400,3211090932.14
Bihar,2021,3,Katihar District,3783324,9267765709.69
Bihar,2021,3,Khagaria District,1706354,4317169777.01
Bihar,2021,3,Saharsa District,2350666,5488205886.71
Bihar,2021,3,Bhagalpur District,6299248,12979510129.6
Bihar,2021,3,Madhubani District,5236281,11442243635.13
Bihar,2021,3,Kishanganj District,1562190,4550836950.24
Bihar,2021,3,Gaya District,5929649,12593071265.98
Bihar,2021,3,Samastipur District,4742581,10599568038.2
Bihar,2021,3,Banka District,1086496,2393088091.5
Bihar,2021,3,Purbi Champaran District,7528149,17061553144.49
Bihar,2021,3,Sheohar District,590061,1494759528.48
Bihar,2021,3,Bhojpur District,2448022,5721558825.98
Bihar,2021,4,Madhepura District,2669341,6728032170.8
Bihar,2021,4,Purnia District,6360264,14308666372.96
Bihar,2021,4,Nalanda District,4304381,9545809062.0
Bihar,2021,4,Buxar District,1873253,4694593050.83
Bihar,2021,4,Darbhanga District,7502523,16126372900.44
Bihar,2021,4,Nawada District,2795470,6745497141.19
Bihar,2021,4,Jamui District,2194277,4855309103.2
Bihar,2021,4,Sheikhpura District,618189,1512241024.61
Bihar,2021,4,Siwan District,9398007,20337077706.73
Bihar,2021,4,Muzaffarpur District,11287438,25294883682.87
Bihar,2021,4,Patna District,81765610,151293164596.92
Bihar,2021,4,Jehanabad District,1714631,4022284736.87
Bihar,2021,4,Rohtas District,4602525,11042288316.91
Bihar,2021,4,Begusarai District,4482558,9435583919.99
Bihar,2021,4,Supaul District,3015274,7393939188.49
Bihar,2021,4,Sitamarhi District,4153350,10194421149.63
Bihar,2021,4,Saran District,6615773,15141561808.04
Bihar,2021,4,Arwal District,924102,1877460508.9
Bihar,2021,4,Vaishali District,5962902,13534123655.11
Bihar,2021,4,Pashchim Champaran District,7557978,16286679057.96
Bihar,2021,4,Gopalganj District,4774101,10667558196.35
Bihar,2021,4,Lakhisarai District,1267087,2862649366.65
Bihar,2021,4,Aurangabad District,4053207,8846145771.36
Bihar,2021,4,Kaimur Bhabua District,1629114,4043696220.05
Bihar,2021,4,Araria District,3740380,8956552823.26
Bihar,2021,4,Munger District,2073784,4430721083.31
Bihar,2021,4,Katihar District,5138243,11740684681.64
Bihar,2021,4,Khagaria District,2299254,5441172620.2
Bihar,2021,4,Saharsa District,3136205,6870412639.46
Bihar,2021,4,Bhagalpur District,8447521,17306243345.92
Bihar,2021,4,Madhubani District,7114778,15424171780.64
Bihar,2021,4,Kishanganj District,2070748,5895020869.76
Bihar,2021,4,Gaya District,7707242,16641218690.21
Bihar,2021,4,Samastipur District,6267039,13761709165.59
Bihar,2021,4,Banka District,1483610,3162310457.02
Bihar,2021,4,Purbi Champaran District,9979391,22867973830.95
Bihar,2021,4,Sheohar District,799885,2042474878.13
Bihar,2021,4,Bhojpur District,3347510,8040908493.79
Bihar,2022,1,Madhepura District,3384919,8169628761.12
Bihar,2022,1,Purnia District,7761464,17165083851.27
Bihar,2022,1,Nalanda District,5035999,11341779105.27
Bihar,2022,1,Buxar District,2213876,5781443012.56
Bihar,2022,1,Darbhanga District,8600500,18524507492.64
Bihar,2022,1,Nawada District,3382331,8162305154.84
Bihar,2022,1,Jamui District,2761886,6174044424.34
Bihar,2022,1,Sheikhpura District,738851,1907084229.97
Bihar,2022,1,Siwan District,10720865,22973497584.98
Bihar,2022,1,Muzaffarpur District,12910258,29225131277.3
Bihar,2022,1,Patna District,91217400,170738998652.74
Bihar,2022,1,Jehanabad District,1918857,4509669903.84
Bihar,2022,1,Rohtas District,5494559,14390577492.29
Bihar,2022,1,Begusarai District,5140182,10746300573.98
Bihar,2022,1,Supaul District,3890072,9470838252.83
Bihar,2022,1,Sitamarhi District,4933418,12169886828.57
Bihar,2022,1,Saran District,7423680,16777415647.32
Bihar,2022,1,Arwal District,1056566,2377609326.09
Bihar,2022,1,Vaishali District,6884744,15427137497.93
Bihar,2022,1,Pashchim Champaran District,9265237,20305406431.1
Bihar,2022,1,Gopalganj District,5437535,11970509319.53
Bihar,2022,1,Lakhisarai District,1489189,3458134392.54
Bihar,2022,1,Aurangabad District,4926976,11760556907.3
Bihar,2022,1,Kaimur Bhabua District,1983220,5412923796.06
Bihar,2022,1,Araria District,4907830,11563147720.12
Bihar,2022,1,Munger District,2340138,5011636916.32
Bihar,2022,1,Katihar District,6255367,14031611245.28
Bihar,2022,1,Khagaria District,2655355,6309072164.21
Bihar,2022,1,Saharsa District,3894203,8654311080.49
Bihar,2022,1,Bhagalpur District,10073459,20799502004.84
Bihar,2022,1,Madhubani District,8110120,18147098698.58
Bihar,2022,1,Kishanganj District,2696563,7872047086.85
Bihar,2022,1,Gaya District,9087772,20921479270.87
Bihar,2022,1,Samastipur District,7178902,15787707876.87
Bihar,2022,1,Banka District,1820481,3997541788.48
Bihar,2022,1,Purbi Champaran District,11934864,27143934069.44
Bihar,2022,1,Sheohar District,934918,2380342632.56
Bihar,2022,1,Bhojpur District,3927878,9851793259.83
Bihar,2022,2,Madhepura District,4209207,10528550899.76
Bihar,2022,2,Purnia District,9889577,21758789746.19
Bihar,2022,2,Nalanda District,6269480,14053342099.55
Bihar,2022,2,Buxar District,2797437,7161712617.66
Bihar,2022,2,Darbhanga District,10725196,23025583344.15
Bihar,2022,2,Nawada District,4118007,10454110803.53
Bihar,2022,2,Jamui District,3528608,7664159458.5
Bihar,2022,2,Sheikhpura District,953725,2388511372.32
Bihar,2022,2,Siwan District,13494216,28063144036.92
Bihar,2022,2,Muzaffarpur District,16060062,35870055221.5
Bihar,2022,2,Patna District,119754430,215948701155.29
Bihar,2022,2,Jehanabad District,2181068,4962454493.44
Bihar,2022,2,Rohtas District,6569923,16999683485.77
Bihar,2022,2,Begusarai District,6463752,13396079469.54
Bihar,2022,2,Supaul District,4800847,11542262441.16
Bihar,2022,2,Sitamarhi District,6268537,14845317009.18
Bihar,2022,2,Saran District,9482396,21097797508.94
Bihar,2022,2,Arwal District,1219651,2833934564.21
Bihar,2022,2,Vaishali District,8483096,18791974627.72
Bihar,2022,2,Pashchim Champaran District,10647366,22189359146.47
Bihar,2022,2,Gopalganj District,6866807,14516572895.08
Bihar,2022,2,Lakhisarai District,1833275,4178741899.8
Bihar,2022,2,Aurangabad District,5998050,13966695911.65
Bihar,2022,2,Kaimur Bhabua District,2446252,6576390597.07
Bihar,2022,2,Araria District,6068247,14540177017.56
Bihar,2022,2,Munger District,2942234,6133298409.64
Bihar,2022,2,Katihar District,8028934,17364725135.14
Bihar,2022,2,Khagaria District,3319181,8105786236.56
Bihar,2022,2,Saharsa District,4720666,10425194152.62
Bihar,2022,2,Bhagalpur District,13606084,27138540976.04
Bihar,2022,2,Madhubani District,9968959,22075739375.55
Bihar,2022,2,Kishanganj District,3377891,9041606905.0
Bihar,2022,2,Gaya District,10986567,25092417405.41
Bihar,2022,2,Samastipur District,8955837,19625456128.13
Bihar,2022,2,Banka District,2349784,4974783639.08
Bihar,2022,2,Purbi Champaran District,14735078,32099286217.65
Bihar,2022,2,Sheohar District,1194107,3004542073.55
Bihar,2022,2,Bhojpur District,4830495,12025976488.83
Bihar,2022,3,Madhepura District,4155258,8953953685.41
Bihar,2022,3,Purnia District,9688113,18855257893.34
Bihar,2022,3,Nalanda District,6312480,12758737340.18
Bihar,2022,3,Buxar District,2865171,6267094764.7
Bihar,2022,3,Darbhanga District,10324556,19863946497.37
Bihar,2022,3,Nawada District,4486372,10110506714.58
Bihar,2022,3,Jamui District,3946599,7696647528.88
Bihar,2022,3,Sheikhpura District,918143,2159710163.76
Bihar,2022,3,Siwan District,9418848,18122655169.77
Bihar,2022,3,Muzaffarpur District,16912765,33481627797.22
Bihar,2022,3,Patna District,188665398,298860414441.29
Bihar,2022,3,Jehanabad District,2448662,4817559409.23
Bihar,2022,3,Rohtas District,6784436,14544338902.35
Bihar,2022,3,Begusarai District,7583904,14221932160.04
Bihar,2022,3,Supaul District,4921556,10141522251.31
Bihar,2022,3,Sitamarhi District,12134163,22642688423.69
Bihar,2022,3,Saran District,10802033,20973427431.87
Bihar,2022,3,Arwal District,1236701,2467707362.69
Bihar,2022,3,Vaishali District,9169007,18511476452.58
Bihar,2022,3,Pashchim Champaran District,11723439,21455732877.11
Bihar,2022,3,Gopalganj District,7957267,14444438767.73
Bihar,2022,3,Lakhisarai District,1805206,3725300700.42
Bihar,2022,3,Aurangabad District,5912006,11748526558.0
Bihar,2022,3,Kaimur Bhabua District,2341336,5227485997.48
Bihar,2022,3,Araria District,6340369,13243913151.98
Bihar,2022,3,Munger District,2750473,5290417306.82
Bihar,2022,3,Katihar District,8203134,15746213805.9
Bihar,2022,3,Khagaria District,3304286,7232845388.72
Bihar,2022,3,Saharsa District,5029944,9756024807.48
Bihar,2022,3,Bhagalpur District,8342252,16048487257.88
Bihar,2022,3,Madhubani District,9999220,19516793344.79
Bihar,2022,3,Kishanganj District,3653577,8599495658.02
Bihar,2022,3,Gaya District,11189071,23491978226.51
Bihar,2022,3,Samastipur District,12531008,23600501220.43
Bihar,2022,3,Banka District,2758275,5282684096.83
Bihar,2022,3,Purbi Champaran District,14515173,28167506672.73
Bihar,2022,3,Sheohar District,1221390,2733020743.27
Bihar,2022,3,Bhojpur District,5015794,10683915585.52
Bihar,2022,4,Madhepura District,5022050,10394138384.38
Bihar,2022,4,Purnia District,10279227,20057462336.6
Bihar,2022,4,Nalanda District,7514886,15020248161.56
Bihar,2022,4,Buxar District,3859617,8273334277.12
Bihar,2022,4,Darbhanga District,12146750,22879238312.29
Bihar,2022,4,Nawada District,4969118,10797138677.42
Bihar,2022,4,Jamui District,4745328,9004026158.22
Bihar,2022,4,Sheikhpura District,1523803,3199876556.99
Bihar,2022,4,Siwan District,12408052,23745856584.59
Bihar,2022,4,Muzaffarpur District,19056253,37684755616.87
Bihar,2022,4,Patna District,217434851,352393762150.45
Bihar,2022,4,Jehanabad District,2844066,5377284750.09
Bihar,2022,4,Rohtas District,8337061,17861976613.69
Bihar,2022,4,Begusarai District,8893901,16334643255.63
Bihar,2022,4,Supaul District,6223660,12023032235.64
Bihar,2022,4,Sitamarhi District,11973091,22844727997.17
Bihar,2022,4,Saran District,13791757,26710050303.5
Bihar,2022,4,Arwal District,1753363,3359266564.98
Bihar,2022,4,Vaishali District,13468090,26133475409.36
Bihar,2022,4,Pashchim Champaran District,13798685,25203288880.71
Bihar,2022,4,Gopalganj District,8691592,16157351383.93
Bihar,2022,4,Lakhisarai District,2222938,4387567183.8
Bihar,2022,4,Aurangabad District,7443654,14382742226.58
Bihar,2022,4,Kaimur Bhabua District,2948908,6480522741.6
Bihar,2022,4,Araria District,7506762,15306990824.12
Bihar,2022,4,Munger District,3517170,6540000510.84
Bihar,2022,4,Katihar District,9792573,17698024129.87
Bihar,2022,4,Khagaria District,4032933,8408292444.21
Bihar,2022,4,Saharsa District,5976774,11202536901.8
Bihar,2022,4,Bhagalpur District,8897955,16890265333.16
Bihar,2022,4,Madhubani District,12545809,23814034850.98
Bihar,2022,4,Kishanganj District,4547825,10323745245.98
Bihar,2022,4,Gaya District,14024331,28395718045.34
Bihar,2022,4,Samastipur District,13239614,25127091204.35
Bihar,2022,4,Banka District,4955109,8935956598.64
Bihar,2022,4,Purbi Champaran District,19272446,36872763823.28
Bihar,2022,4,Sheohar District,1532102,3282461020.34
Bihar,2022,4,Bhojpur District,5892545,12508501978.73
Bihar,2023,1,Madhepura District,9325422,18403681915.0
Bihar,2023,1,Purnia District,18584968,34053061521.0
Bihar,2023,1,Nalanda District,12150263,24530855115.0
Bihar,2023,1,Buxar District,5848393,13034232514.0
Bihar,2023,1,Darbhanga District,19794010,37292632745.0
Bihar,2023,1,Nawada District,8765279,18377265005.0
Bihar,2023,1,Jamui District,7623375,14398401252.0
Bihar,2023,1,Sheikhpura District,2064752,4530096302.0
Bihar,2023,1,Siwan District,17788864,33505364500.0
Bihar,2023,1,Muzaffarpur District,28886927,56400533688.0
Bihar,2023,1,Patna District,69820541,112520666995.0
Bihar,2023,1,Jehanabad District,4742795,8944289704.0
Bihar,2023,1,Rohtas District,14339901,31870801749.0
Bihar,2023,1,Begusarai District,13593673,24643026366.0
Bihar,2023,1,Supaul District,11188599,21298062049.0
Bihar,2023,1,Sitamarhi District,13145826,26714708651.0
Bihar,2023,1,Saran District,18242895,34998196534.0
Bihar,2023,1,Arwal District,2502105,5071956116.0
Bihar,2023,1,Vaishali District,17216468,33543187131.0
Bihar,2023,1,Pashchim Champaran District,24252692,44729618090.0
Bihar,2023,1,Gopalganj District,14225694,25963151872.0
Bihar,2023,1,Lakhisarai District,3917986,7603564543.0
Bihar,2023,1,Aurangabad District,12784275,25828345171.0
Bihar,2023,1,Kaimur Bhabua District,5540181,12355271722.0
Bihar,2023,1,Araria District,13966242,26702786410.0
Bihar,2023,1,Munger District,5690436,10205485142.0
Bihar,2023,1,Katihar District,17506326,31136452032.0
Bihar,2023,1,Khagaria District,6964087,13942090816.0
Bihar,2023,1,Saharsa District,10201965,19055033369.0
Bihar,2023,1,Bhagalpur District,16078316,28839269423.0
Bihar,2023,1,Madhubani District,20101659,38852004241.0
Bihar,2023,1,Kishanganj District,8133638,18605794600.0
Bihar,2023,1,Gaya District,23452237,47501890223.0
Bihar,2023,1,Samastipur District,18568228,35295604286.0
Bihar,2023,1,Banka District,5555850,10066290297.0
Bihar,2023,1,Purbi Champaran District,32313824,60944611798.0
Bihar,2023,1,Sheohar District,2578708,5284271246.0
Bihar,2023,1,Bhojpur District,10373795,22234404811.0
Bihar,2023,2,Madhepura District,11542899,23663784354.0
Bihar,2023,2,Purnia District,23962134,43347802163.0
Bihar,2023,2,Nalanda District,13452507,26580755603.0
Bihar,2023,2,Buxar District,7375631,15191543693.0
Bihar,2023,2,Darbhanga District,24714109,44529831252.0
Bihar,2023,2,Nawada District,10712609,21162477632.0
Bihar,2023,2,Jamui District,9400437,16599848901.0
Bihar,2023,2,Sheikhpura District,2525600,5249484763.0
Bihar,2023,2,Siwan District,23055961,41236183249.0
Bihar,2023,2,Muzaffarpur District,36854628,66973720424.0
Bihar,2023,2,Patna District,86311917,130723225180.0
Bihar,2023,2,Jehanabad District,5620623,10095388597.0
Bihar,2023,2,Rohtas District,16205894,34071204262.0
Bihar,2023,2,Begusarai District,17168596,29251611911.0
Bihar,2023,2,Supaul District,13507753,25849203741.0
Bihar,2023,2,Sitamarhi District,16838730,31360327330.0
Bihar,2023,2,Saran District,25029090,44329380967.0
Bihar,2023,2,Arwal District,3095085,5725798581.0
Bihar,2023,2,Vaishali District,21976754,39976290621.0
Bihar,2023,2,Pashchim Champaran District,29419863,49527742510.0
Bihar,2023,2,Gopalganj District,18186585,31242743268.0
Bihar,2023,2,Lakhisarai District,4808552,8868911131.0
Bihar,2023,2,Aurangabad District,15833640,28881245867.0
Bihar,2023,2,Kaimur Bhabua District,6954614,14209837446.0
Bihar,2023,2,Araria District,17405238,33009288137.0
Bihar,2023,2,Munger District,7081033,12235379574.0
Bihar,2023,2,Katihar District,21366056,38141384302.0
Bihar,2023,2,Khagaria District,8710333,17833659050.0
Bihar,2023,2,Saharsa District,12642702,23270182042.0
Bihar,2023,2,Bhagalpur District,20048497,34770992914.0
Bihar,2023,2,Madhubani District,25118136,46338955995.0
Bihar,2023,2,Kishanganj District,9784026,20794017657.0
Bihar,2023,2,Gaya District,28494001,52818315995.0
Bihar,2023,2,Samastipur District,24164490,42663933231.0
Bihar,2023,2,Banka District,6994793,12279532656.0
Bihar,2023,2,Purbi Champaran District,41126238,71129044926.0
Bihar,2023,2,Sheohar District,3284512,6245734376.0
Bihar,2023,2,Bhojpur District,13158828,25867981089.0
Bihar,2023,3,Madhepura District,12813433,20946452598.0
Bihar,2023,3,Purnia District,26117076,41106386017.0
Bihar,2023,3,Nalanda District,15670839,26840065359.0
Bihar,2023,3,Buxar District,7729276,13496244054.0
Bihar,2023,3,Darbhanga District,25004950,40227356501.0
Bihar,2023,3,Nawada District,11243134,20028300790.0
Bihar,2023,3,Jamui District,9885198,15073924901.0
Bihar,2023,3,Sheikhpura District,2633192,4777596815.0
Bihar,2023,3,Siwan District,22990470,36385241046.0
Bihar,2023,3,Muzaffarpur District,39925101,63480145583.0
Bihar,2023,3,Patna District,98013455,132269181273.0
Bihar,2023,3,Jehanabad District,6039125,9184224648.0
Bihar,2023,3,Rohtas District,18374339,31424087593.0
Bihar,2023,3,Begusarai District,18636319,28653037292.0
Bihar,2023,3,Supaul District,15048425,23387836097.0
Bihar,2023,3,Sitamarhi District,17777032,29866396523.0
Bihar,2023,3,Saran District,25074640,39510216437.0
Bihar,2023,3,Arwal District,3230923,5014433549.0
Bihar,2023,3,Vaishali District,23197818,38393550769.0
Bihar,2023,3,Pashchim Champaran District,31785835,46327159902.0
Bihar,2023,3,Gopalganj District,18686708,28113653750.0
Bihar,2023,3,Lakhisarai District,4989085,8188044117.0
Bihar,2023,3,Aurangabad District,16186417,25093932305.0
Bihar,2023,3,Kaimur Bhabua District,6869866,11501060692.0
Bihar,2023,3,Araria District,19013036,30037601189.0
Bihar,2023,3,Munger District,7591685,11642626962.0
Bihar,2023,3,Katihar District,23271929,37125678911.0
Bihar,2023,3,Khagaria District,9296027,16415975391.0
Bihar,2023,3,Saharsa District,14055183,21526923179.0
Bihar,2023,3,Bhagalpur District,22499005,33667848652.0
Bihar,2023,3,Madhubani District,24869170,39816948772.0
Bihar,2023,3,Kishanganj District,10519614,19500387298.0
Bihar,2023,3,Gaya District,30917980,50771344474.0
Bihar,2023,3,Samastipur District,25290002,40545364202.0
Bihar,2023,3,Banka District,7764072,11847467567.0
Bihar,2023,3,Purbi Champaran District,44286078,66901163763.0
Bihar,2023,3,Sheohar District,3536978,5982836841.0
Bihar,2023,3,Bhojpur District,13405336,23082667554.0
Bihar,2023,4,Madhepura District,16314704,25953393004.0
Bihar,2023,4,Purnia District,32315055,50440973972.0
Bihar,2023,4,Nalanda District,18943925,32175430860.0
Bihar,2023,4,Buxar District,10203979,17974519468.0
Bihar,2023,4,Darbhanga District,31997125,50219810870.0
