state,year,quarter,district,count,amount
Madhya Pradesh,2022,3,Chhatarpur District,4726623,7777910395.65
Madhya Pradesh,2022,4,Morena District,6018009,12185325528.57
Madhya Pradesh,2022,4,Alirajpur District,961033,1714745171.15
Madhya Pradesh,2022,4,Sehore District,9468901,14782454158.19
Madhya Pradesh,2022,4,Rajgarh District,8258651,14165273209.47
Madhya Pradesh,2022,4,Khargone District,7835996,13676102777.08
Madhya Pradesh,2022,4,Satna District,8834193,14047178840.18
Madhya Pradesh,2022,4,Narsinghpur District,4307879,7466632025.65
Madhya Pradesh,2022,4,Jabalpur District,17383664,26637455898.08
Madhya Pradesh,2022,4,Hoshangabad District,6954459,11236164142.87
Madhya Pradesh,2022,4,Vidisha District,6070752,9896531672.16
Madhya Pradesh,2022,4,Balaghat District,8076760,12809279793.52
Madhya Pradesh,2022,4,Singrauli District,7130043,10537115299.83
Madhya Pradesh,2022,4,Betul District,7428219,11204326326.77
Madhya Pradesh,2022,4,Sidhi District,3677764,6223057250.97
Madhya Pradesh,2022,4,Datia District,2235254,4316605275.11
Madhya Pradesh,2022,4,Dewas District,11710945,18499556126.9
Madhya Pradesh,2022,4,Sheopur District,1791741,3433927096.21
Madhya Pradesh,2022,4,Neemuch District,4114307,7535010026.31
Madhya Pradesh,2022,4,Raisen District,7434383,10839929955.47
Madhya Pradesh,2022,4,Mandsaur District,6753322,12134867749.29
Madhya Pradesh,2022,4,Barwani District,3994550,6955270056.95
Madhya Pradesh,2022,4,Katni District,4530405,7335619450.56
Madhya Pradesh,2022,4,Dindori District,1464948,2439427130.52
Madhya Pradesh,2022,4,Shivpuri District,5548238,10203335078.76
Madhya Pradesh,2022,4,Gwalior District,21340912,35102831658.16
Madhya Pradesh,2022,4,Anuppur District,2827704,3904240202.63
Madhya Pradesh,2022,4,Agar Malwa District,3109971,5368024680.13
Madhya Pradesh,2022,4,Ashoknagar District,2556356,4363776046.72
Madhya Pradesh,2022,4,Sagar District,8824474,14230277728.45
Madhya Pradesh,2022,4,Niwari District,1048567,1659223401.28
Madhya Pradesh,2022,4,Rewa District,9898698,16813110581.03
Madhya Pradesh,2022,4,Shajapur District,5422596,9184560947.62
Madhya Pradesh,2022,4,Ujjain District,16707523,27113247453.13
Madhya Pradesh,2022,4,Bhind District,4262493,8166910988.14
Madhya Pradesh,2022,4,Tikamgarh District,3096926,4487136972.45
Madhya Pradesh,2022,4,Seoni District,5464198,9288422911.52
Madhya Pradesh,2022,4,Harda District,2367397,4381920376.07
Madhya Pradesh,2022,4,Burhanpur District,3094726,4916226292.12
Madhya Pradesh,2022,4,Damoh District,4223870,6776421199.79
Madhya Pradesh,2022,4,Bhopal District,190199488,243653886996.02
Madhya Pradesh,2022,4,Jhabua District,2469392,4405099020.21
Madhya Pradesh,2022,4,Dhar District,13287245,20206456864.59
Madhya Pradesh,2022,4,Guna District,6163569,9802963544.06
Madhya Pradesh,2022,4,East Nimar District,5770316,8592415791.88
Madhya Pradesh,2022,4,Chhindwara District,245710341,350638062974.86
Madhya Pradesh,2022,4,Umaria District,1954168,2842781862.35
Madhya Pradesh,2022,4,Mandla District,2538024,4341952191.5
Madhya Pradesh,2022,4,Indore District,158576063,210881632372.98
Madhya Pradesh,2022,4,Shahdol District,10700938,14780956554.07
Madhya Pradesh,2022,4,Ratlam District,7498598,13746333050.62
Madhya Pradesh,2022,4,Panna District,2209465,3903628822.5
Madhya Pradesh,2022,4,Chhatarpur District,5519834,9172166022.91
Madhya Pradesh,2023,1,Morena District,10686191,20763211198.0
Madhya Pradesh,2023,1,Alirajpur District,1699280,3014271212.0
Madhya Pradesh,2023,1,Sehore District,16316080,23436920406.0
Madhya Pradesh,2023,1,Rajgarh District,14241438,22816765693.0
Madhya Pradesh,2023,1,Khargone District,14134805,23107387024.0
Madhya Pradesh,2023,1,Satna District,14659261,23248811742.0
Madhya Pradesh,2023,1,Narsinghpur District,7632517,12760355274.0
Madhya Pradesh,2023,1,Jabalpur District,25123516,37663871660.0
Madhya Pradesh,2023,1,Hoshangabad District,10868522,16701530435.0
Madhya Pradesh,2023,1,Vidisha District,10358005,15695513889.0
Madhya Pradesh,2023,1,Balaghat District,11797166,19573952680.0
Madhya Pradesh,2023,1,Singrauli District,12426060,17865093566.0
Madhya Pradesh,2023,1,Betul District,11215522,16520149408.0
Madhya Pradesh,2023,1,Sidhi District,6435775,10699562881.0
Madhya Pradesh,2023,1,Datia District,4011463,7336433329.0
Madhya Pradesh,2023,1,Dewas District,19792878,29287649682.0
Madhya Pradesh,2023,1,Sheopur District,2868709,5271059935.0
Madhya Pradesh,2023,1,Neemuch District,7470963,12686616322.0
Madhya Pradesh,2023,1,Raisen District,12596483,17234041147.0
Madhya Pradesh,2023,1,Mandsaur District,12214565,20429209086.0
Madhya Pradesh,2023,1,Barwani District,7241976,11665294275.0
Madhya Pradesh,2023,1,Katni District,7974722,12697466536.0
Madhya Pradesh,2023,1,Dindori District,2626882,4198821455.0
Madhya Pradesh,2023,1,Shivpuri District,9999695,16247149328.0
Madhya Pradesh,2023,1,Gwalior District,32530192,52982719835.0
Madhya Pradesh,2023,1,Anuppur District,4978578,6898317563.0
Madhya Pradesh,2023,1,Agar Malwa District,5652257,8890197383.0
Madhya Pradesh,2023,1,Ashoknagar District,4636570,7056791855.0
Madhya Pradesh,2023,1,Sagar District,15749995,23447713210.0
Madhya Pradesh,2023,1,Niwari District,1908052,2838128662.0
Madhya Pradesh,2023,1,Rewa District,16354341,27952686901.0
Madhya Pradesh,2023,1,Shajapur District,9144868,14010310387.0
Madhya Pradesh,2023,1,Ujjain District,26942883,40817423529.0
Madhya Pradesh,2023,1,Bhind District,7701586,14167957162.0
Madhya Pradesh,2023,1,Tikamgarh District,5112355,6655789911.0
Madhya Pradesh,2023,1,Seoni District,9165024,15277605373.0
Madhya Pradesh,2023,1,Harda District,4221781,6865152580.0
Madhya Pradesh,2023,1,Burhanpur District,5500116,8033806219.0
Madhya Pradesh,2023,1,Damoh District,5189467,8647652668.0
Madhya Pradesh,2023,1,Bhopal District,90233129,100743031945.0
Madhya Pradesh,2023,1,Jhabua District,4267462,7361953378.0
Madhya Pradesh,2023,1,Dhar District,23103625,33382954474.0
Madhya Pradesh,2023,1,Guna District,10921889,15668230156.0
Madhya Pradesh,2023,1,East Nimar District,10196585,14043471330.0
Madhya Pradesh,2023,1,Chhindwara District,17392755,24958783288.0
Madhya Pradesh,2023,1,Umaria District,3458056,4964089653.0
Madhya Pradesh,2023,1,Mandla District,4528309,7487595655.0
Madhya Pradesh,2023,1,Indore District,125871728,151714773334.0
Madhya Pradesh,2023,1,Shahdol District,8460666,12243800481.0
Madhya Pradesh,2023,1,Ratlam District,13368185,22589719049.0
Madhya Pradesh,2023,1,Panna District,3996487,6811134093.0
Madhya Pradesh,2023,1,Chhatarpur District,9587555,14593671664.0
Madhya Pradesh,2023,2,Morena District,12746595,23090535110.0
Madhya Pradesh,2023,2,Alirajpur District,2044217,3410365854.0
Madhya Pradesh,2023,2,Sehore District,18815311,28128404111.0
Madhya Pradesh,2023,2,Rajgarh District,16220050,26258964576.0
Madhya Pradesh,2023,2,Khargone District,16316176,25590576015.0
Madhya Pradesh,2023,2,Satna District,17480872,26092732307.0
Madhya Pradesh,2023,2,Narsinghpur District,8759675,13912452183.0
Madhya Pradesh,2023,2,Jabalpur District,28848316,41668633973.0
Madhya Pradesh,2023,2,Hoshangabad District,12933700,20327799783.0
Madhya Pradesh,2023,2,Vidisha District,12032535,20267662231.0
Madhya Pradesh,2023,2,Balaghat District,13529037,20202541461.0
Madhya Pradesh,2023,2,Singrauli District,14469817,19848155468.0
Madhya Pradesh,2023,2,Betul District,13026175,18471881890.0
Madhya Pradesh,2023,2,Sidhi District,8014311,12772051930.0
Madhya Pradesh,2023,2,Datia District,4835555,8694596521.0
Madhya Pradesh,2023,2,Dewas District,22398163,33309353948.0
Madhya Pradesh,2023,2,Sheopur District,3376585,6096923395.0
Madhya Pradesh,2023,2,Neemuch District,8882314,14553031730.0
Madhya Pradesh,2023,2,Raisen District,14772187,21120817357.0
Madhya Pradesh,2023,2,Mandsaur District,14328054,23263341441.0
Madhya Pradesh,2023,2,Barwani District,8733872,12865387100.0
Madhya Pradesh,2023,2,Katni District,9309198,13841697027.0
Madhya Pradesh,2023,2,Dindori District,3150072,4476124554.0
Madhya Pradesh,2023,2,Shivpuri District,11945643,18804002020.0
Madhya Pradesh,2023,2,Gwalior District,37274900,57528982641.0
Madhya Pradesh,2023,2,Anuppur District,5812115,7274177404.0
Madhya Pradesh,2023,2,Agar Malwa District,6556962,10211660013.0
Madhya Pradesh,2023,2,Ashoknagar District,5389942,8531243843.0
Madhya Pradesh,2023,2,Sagar District,18388702,28198548692.0
Madhya Pradesh,2023,2,Niwari District,2213184,3194991117.0
Madhya Pradesh,2023,2,Rewa District,20065798,32186209412.0
Madhya Pradesh,2023,2,Shajapur District,10590494,16674703111.0
Madhya Pradesh,2023,2,Ujjain District,30837675,46609017169.0
Madhya Pradesh,2023,2,Bhind District,9363112,16700023853.0
Madhya Pradesh,2023,2,Tikamgarh District,5829261,7630069079.0
Madhya Pradesh,2023,2,Seoni District,10810911,17006571666.0
Madhya Pradesh,2023,2,Harda District,4972958,8831497569.0
Madhya Pradesh,2023,2,Burhanpur District,6429644,9294831065.0
Madhya Pradesh,2023,2,Damoh District,6240346,10076429047.0
Madhya Pradesh,2023,2,Bhopal District,101329806,112080830923.0
Madhya Pradesh,2023,2,Jhabua District,4953992,8100602241.0
Madhya Pradesh,2023,2,Dhar District,26679875,36996250233.0
Madhya Pradesh,2023,2,Guna District,12090512,18248026141.0
Madhya Pradesh,2023,2,East Nimar District,11954422,16128137001.0
Madhya Pradesh,2023,2,Chhindwara District,20020454,28324665903.0
Madhya Pradesh,2023,2,Umaria District,4062198,5326154622.0
Madhya Pradesh,2023,2,Mandla District,5342369,8075464610.0
Madhya Pradesh,2023,2,Indore District,142167846,167783471243.0
Madhya Pradesh,2023,2,Shahdol District,9769820,13105756249.0
Madhya Pradesh,2023,2,Ratlam District,15441252,25581072044.0
Madhya Pradesh,2023,2,Panna District,4978175,8158604151.0
Madhya Pradesh,2023,2,Chhatarpur District,11501905,17514926481.0
Madhya Pradesh,2023,3,Morena District,15045739,23752653865.0
Madhya Pradesh,2023,3,Alirajpur District,2378631,3457493710.0
Madhya Pradesh,2023,3,Sehore District,21413578,27939822343.0
Madhya Pradesh,2023,3,Rajgarh District,19435770,26389147760.0
Madhya Pradesh,2023,3,Khargone District,18703752,26714133739.0
Madhya Pradesh,2023,3,Satna District,19181252,25196397014.0
Madhya Pradesh,2023,3,Narsinghpur District,10048734,13742519913.0
Madhya Pradesh,2023,3,Jabalpur District,32794066,43059367092.0
Madhya Pradesh,2023,3,Hoshangabad District,14580774,20943091454.0
Madhya Pradesh,2023,3,Vidisha District,13909121,18713656309.0
Madhya Pradesh,2023,3,Balaghat District,14584833,19779522292.0
Madhya Pradesh,2023,3,Singrauli District,16790072,20835345743.0
Madhya Pradesh,2023,3,Betul District,14123145,18280838634.0
Madhya Pradesh,2023,3,Sidhi District,8541198,11751443389.0
Madhya Pradesh,2023,3,Datia District,5775501,8783382767.0
Madhya Pradesh,2023,3,Dewas District,25756644,34308304167.0
Madhya Pradesh,2023,3,Sheopur District,4215775,6315158980.0
Madhya Pradesh,2023,3,Neemuch District,10789478,15786919719.0
Madhya Pradesh,2023,3,Raisen District,16792594,20505403831.0
Madhya Pradesh,2023,3,Mandsaur District,17359264,24647046551.0
Madhya Pradesh,2023,3,Barwani District,10048932,13656092209.0
Madhya Pradesh,2023,3,Katni District,10300863,13902363932.0
Madhya Pradesh,2023,3,Dindori District,3440013,4479256835.0
Madhya Pradesh,2023,3,Shivpuri District,15011372,19603939786.0
Madhya Pradesh,2023,3,Gwalior District,44104224,61646914157.0
Madhya Pradesh,2023,3,Anuppur District,6591849,7463711302.0
Madhya Pradesh,2023,3,Agar Malwa District,7819022,10194506371.0
Madhya Pradesh,2023,3,Ashoknagar District,6777213,8565715119.0
Madhya Pradesh,2023,3,Sagar District,21118041,27559471978.0
Madhya Pradesh,2023,3,Niwari District,2666220,3391799476.0
Madhya Pradesh,2023,3,Rewa District,21568187,29660291767.0
Madhya Pradesh,2023,3,Shajapur District,12310883,16805231436.0
Madhya Pradesh,2023,3,Ujjain District,37433542,49654704671.0
Madhya Pradesh,2023,3,Bhind District,10340818,15519491978.0
Madhya Pradesh,2023,3,Tikamgarh District,6972511,7822236324.0
Madhya Pradesh,2023,3,Seoni District,12088394,15968292728.0
Madhya Pradesh,2023,3,Harda District,5635974,8473264223.0
Madhya Pradesh,2023,3,Burhanpur District,7411264,10093720690.0
Madhya Pradesh,2023,3,Damoh District,7428730,10094505516.0
Madhya Pradesh,2023,3,Bhopal District,115364148,118878887236.0
Madhya Pradesh,2023,3,Jhabua District,6153768,8965357558.0
Madhya Pradesh,2023,3,Dhar District,31420934,39438706040.0
Madhya Pradesh,2023,3,Guna District,15049916,18710299312.0
Madhya Pradesh,2023,3,East Nimar District,13629017,16532650605.0
Madhya Pradesh,2023,3,Chhindwara District,22572958,28577096911.0
Madhya Pradesh,2023,3,Umaria District,4425150,5330887159.0
Madhya Pradesh,2023,3,Mandla District,6018195,8122756542.0
Madhya Pradesh,2023,3,Indore District,164378809,181806591343.0
Madhya Pradesh,2023,3,Shahdol District,11035025,13471127760.0
Madhya Pradesh,2023,3,Ratlam District,18608500,27308918564.0
Madhya Pradesh,2023,3,Panna District,5433608,7497866710.0
Madhya Pradesh,2023,3,Chhatarpur District,13434592,17723692739.0
Madhya Pradesh,2023,4,Morena District,17726814,29542720923.0
Madhya Pradesh,2023,4,Alirajpur District,3010126,4126140484.0
Madhya Pradesh,2023,4,Sehore District,24223065,32031905607.0
Madhya Pradesh,2023,4,Rajgarh District,21436480,30957521992.0
Madhya Pradesh,2023,4,Khargone District,20739737,30272344456.0
Madhya Pradesh,2023,4,Satna District,23035569,30020790955.0
Madhya Pradesh,2023,4,Narsinghpur District,11606294,15909541692.0
Madhya Pradesh,2023,4,Jabalpur District,37295490,49586354718.0
Madhya Pradesh,2023,4,Hoshangabad District,17020207,22768044620.0
Madhya Pradesh,2023,4,Vidisha District,15650292,21899430928.0
Madhya Pradesh,2023,4,Balaghat District,17227232,23340387402.0
Madhya Pradesh,2023,4,Singrauli District,19529664,23657463333.0
Madhya Pradesh,2023,4,Betul District,15895370,21417550672.0
Madhya Pradesh,2023,4,Sidhi District,10230961,13638419712.0
Madhya Pradesh,2023,4,Datia District,6544158,10454729646.0
Madhya Pradesh,2023,4,Dewas District,29474893,39878804713.0
Madhya Pradesh,2023,4,Sheopur District,4805266,7475107929.0
Madhya Pradesh,2023,4,Neemuch District,11901090,17431156299.0
Madhya Pradesh,2023,4,Raisen District,19283272,22904236810.0
Madhya Pradesh,2023,4,Mandsaur District,19525500,28599028264.0
Madhya Pradesh,2023,4,Barwani District,11539924,15646499271.0
Madhya Pradesh,2023,4,Katni District,12048285,16291662963.0
Madhya Pradesh,2023,4,Dindori District,4061299,5204737838.0
Madhya Pradesh,2023,4,Shivpuri District,16674907,24522214372.0
Madhya Pradesh,2023,4,Gwalior District,48475464,70108499240.0
Madhya Pradesh,2023,4,Anuppur District,7617013,8660099583.0
Madhya Pradesh,2023,4,Agar Malwa District,8789553,12349245391.0
Madhya Pradesh,2023,4,Ashoknagar District,7325149,10172433973.0
Madhya Pradesh,2023,4,Sagar District,23532767,31787016849.0
Madhya Pradesh,2023,4,Niwari District,2999480,3984523267.0
Madhya Pradesh,2023,4,Rewa District,25290262,34947670788.0
Madhya Pradesh,2023,4,Shajapur District,13811482,19689178918.0
Madhya Pradesh,2023,4,Ujjain District,41093050,56822072950.0
Madhya Pradesh,2023,4,Bhind District,12226126,19348671348.0
Madhya Pradesh,2023,4,Tikamgarh District,7901079,9243195455.0
Madhya Pradesh,2023,4,Seoni District,13729582,19150757005.0
Madhya Pradesh,2023,4,Harda District,6399668,9266521842.0
Madhya Pradesh,2023,4,Burhanpur District,8532394,11587248581.0
Madhya Pradesh,2023,4,Damoh District,8243743,11616262680.0
Madhya Pradesh,2023,4,Bhopal District,127657803,132925621031.0
Madhya Pradesh,2023,4,Jhabua District,7262757,10512112553.0
Madhya Pradesh,2023,4,Dhar District,36012965,45454635729.0
Madhya Pradesh,2023,4,Guna District,16189111,21784945050.0
Madhya Pradesh,2023,4,East Nimar District,15345903,19293859026.0
Madhya Pradesh,2023,4,Chhindwara District,24998840,33082912950.0
Madhya Pradesh,2023,4,Umaria District,5178729,6215906811.0
Madhya Pradesh,2023,4,Mandla District,7070684,9725544713.0
Madhya Pradesh,2023,4,Indore District,180579604,204276477732.0
Madhya Pradesh,2023,4,Shahdol District,12726252,15363634247.0
Madhya Pradesh,2023,4,Ratlam District,20981722,32044968980.0
Madhya Pradesh,2023,4,Panna District,6484673,8770055069.0
Madhya Pradesh,2023,4,Chhatarpur District,15352863,20742013327.0
Madhya Pradesh,2024,1,Morena District,21342706,34576422096.0
Madhya Pradesh,2024,1,Alirajpur District,3737786,5237520827.0
Madhya Pradesh,2024,1,Sehore District,28913787,36132913352.0
Madhya Pradesh,2024,1,Rajgarh District,26320423,35609729617.0
Madhya Pradesh,2024,1,Khargone District,24912734,35600404160.0
Madhya Pradesh,2024,1,Satna District,27152350,36127765697.0
Madhya Pradesh,2024,1,Narsinghpur District,14159412,19641450934.0
Madhya Pradesh,2024,1,Jabalpur District,42057671,55510192011.0
Madhya Pradesh,2024,1,Hoshangabad District,20554675,26639019556.0
Madhya Pradesh,2024,1,Vidisha District,18793791,24551050260.0
Madhya Pradesh,2024,1,Balaghat District,20049459,28206558384.0
Madhya Pradesh,2024,1,Singrauli District,22485096,27791956374.0
Madhya Pradesh,2024,1,Betul District,18598029,24381975010.0
Madhya Pradesh,2024,1,Sidhi District,12221407,16839528520.0
Madhya Pradesh,2024,1,Datia District,8033932,12265856962.0
Madhya Pradesh,2024,1,Dewas District,34366788,44019661189.0
Madhya Pradesh,2024,1,Sheopur District,5870026,8401286688.0
Madhya Pradesh,2024,1,Neemuch District,14565762,20627839930.0
Madhya Pradesh,2024,1,Raisen District,23110360,27255825881.0
Madhya Pradesh,2024,1,Mandsaur District,24205089,34125871319.0
Madhya Pradesh,2024,1,Barwani District,13806387,18631652941.0
Madhya Pradesh,2024,1,Katni District,14164210,19341799367.0
Madhya Pradesh,2024,1,Dindori District,4580438,5969825185.0
Madhya Pradesh,2024,1,Shivpuri District,20101662,26471568182.0
Madhya Pradesh,2024,1,Gwalior District,54686084,78684488623.0
Madhya Pradesh,2024,1,Anuppur District,8853567,10381187429.0
Madhya Pradesh,2024,1,Agar Malwa District,10971537,14355476948.0
Madhya Pradesh,2024,1,Ashoknagar District,8979678,11188420280.0
Madhya Pradesh,2024,1,Sagar District,27826076,35716144961.0
Madhya Pradesh,2024,1,Niwari District,3764664,4716565192.0
Madhya Pradesh,2024,1,Rewa District,28713525,41102399871.0
Madhya Pradesh,2024,1,Shajapur District,16942662,22565690854.0
Madhya Pradesh,2024,1,Ujjain District,48799444,64203504327.0
Madhya Pradesh,2024,1,Bhind District,14269631,22020520600.0
Madhya Pradesh,2024,1,Tikamgarh District,10098289,10705683638.0
Madhya Pradesh,2024,1,Seoni District,16007917,22310395661.0
Madhya Pradesh,2024,1,Harda District,7747742,10489995266.0
Madhya Pradesh,2024,1,Burhanpur District,9811704,13014089613.0
Madhya Pradesh,2024,1,Damoh District,9840361,13276604333.0
Madhya Pradesh,2024,1,Bhopal District,140210959,143777519298.0
Madhya Pradesh,2024,1,Jhabua District,8980412,12826232354.0
Madhya Pradesh,2024,1,Dhar District,43754444,53215738750.0
Madhya Pradesh,2024,1,Guna District,19571013,24020475932.0
Madhya Pradesh,2024,1,East Nimar District,18433165,21911616944.0
Madhya Pradesh,2024,1,Chhindwara District,29154503,38089759034.0
Madhya Pradesh,2024,1,Umaria District,5977505,7615871948.0
Madhya Pradesh,2024,1,Mandla District,8311478,11435091117.0
Madhya Pradesh,2024,1,Indore District,204031251,225074399956.0
Madhya Pradesh,2024,1,Shahdol District,14580435,18351669212.0
Madhya Pradesh,2024,1,Ratlam District,25404766,36515544993.0
Madhya Pradesh,2024,1,Panna District,7744755,10563330405.0
Madhya Pradesh,2024,1,Chhatarpur District,18585067,23334137883.0
Madhya Pradesh,2024,2,Morena District,25112313,39400267320.0
Madhya Pradesh,2024,2,Alirajpur District,4112467,5650603028.0
Madhya Pradesh,2024,2,Sehore District,31716490,41334370745.0
Madhya Pradesh,2024,2,Rajgarh District,28739389,39197079230.0
Madhya Pradesh,2024,2,Khargone District,27676498,38471520851.0
Madhya Pradesh,2024,2,Satna District,30702028,38834567310.0
Madhya Pradesh,2024,2,Narsinghpur District,15626436,21242652948.0
Madhya Pradesh,2024,2,Jabalpur District,47480537,59442745401.0
Madhya Pradesh,2024,2,Hoshangabad District,23429156,30365278199.0
Madhya Pradesh,2024,2,Vidisha District,21227668,30617379150.0
Madhya Pradesh,2024,2,Balaghat District,22862359,29694081749.0
Madhya Pradesh,2024,2,Singrauli District,24891549,29126565228.0
Madhya Pradesh,2024,2,Betul District,20820404,26564694203.0
Madhya Pradesh,2024,2,Sidhi District,14053246,18074675633.0
Madhya Pradesh,2024,2,Datia District,9311743,14037893637.0
Madhya Pradesh,2024,2,Dewas District,37295037,47488699412.0
Madhya Pradesh,2024,2,Sheopur District,6724045,9989190194.0
Madhya Pradesh,2024,2,Neemuch District,16101599,21698587820.0
Madhya Pradesh,2024,2,Raisen District,26035806,31944145203.0
Madhya Pradesh,2024,2,Mandsaur District,27245276,36257458360.0
Madhya Pradesh,2024,2,Barwani District,14966124,19547578505.0
Madhya Pradesh,2024,2,Katni District,15907909,20453708308.0
Madhya Pradesh,2024,2,Dindori District,5389123,6560229797.0
Madhya Pradesh,2024,2,Shivpuri District,22328318,29583902644.0
Madhya Pradesh,2024,2,Gwalior District,62036666,85107577385.0
Madhya Pradesh,2024,2,Anuppur District,9788619,10753364855.0
Madhya Pradesh,2024,2,Agar Malwa District,12157317,15872717616.0
Madhya Pradesh,2024,2,Ashoknagar District,10309781,14092545179.0
Madhya Pradesh,2024,2,Sagar District,31492081,42112270359.0
Madhya Pradesh,2024,2,Niwari District,4151165,5286387384.0
Madhya Pradesh,2024,2,Rewa District,33128733,44173750291.0
Madhya Pradesh,2024,2,Shajapur District,18950156,25956844901.0
Madhya Pradesh,2024,2,Ujjain District,53852954,69792620071.0
Madhya Pradesh,2024,2,Bhind District,17252236,26143936144.0
Madhya Pradesh,2024,2,Tikamgarh District,10661660,12038709748.0
Madhya Pradesh,2024,2,Seoni District,18601316,25154862837.0
Madhya Pradesh,2024,2,Harda District,8724772,12314130714.0
Madhya Pradesh,2024,2,Burhanpur District,11021215,14658494813.0
Madhya Pradesh,2024,2,Damoh District,11175690,15236882406.0
Madhya Pradesh,2024,2,Bhopal District,153789648,154361194464.0
Madhya Pradesh,2024,2,Jhabua District,10087438,13701752947.0
Madhya Pradesh,2024,2,Dhar District,47893950,56439198358.0
Madhya Pradesh,2024,2,Guna District,21584774,27957864479.0
Madhya Pradesh,2024,2,East Nimar District,20724281,24546488469.0
Madhya Pradesh,2024,2,Chhindwara District,32702342,41779648586.0
Madhya Pradesh,2024,2,Umaria District,6670251,7856228899.0
Madhya Pradesh,2024,2,Mandla District,9677029,12387171524.0
Madhya Pradesh,2024,2,Indore District,224896033,239315772788.0
Madhya Pradesh,2024,2,Shahdol District,15850694,18837607016.0
Madhya Pradesh,2024,2,Ratlam District,27995306,38793998792.0
Madhya Pradesh,2024,2,Panna District,9442291,12769778859.0
Madhya Pradesh,2024,2,Chhatarpur District,21098139,26660271868.0
Madhya Pradesh,2024,3,Mauganj District,5163772,6731104535.0
Madhya Pradesh,2024,3,Morena District,27359776,36968071176.0
Madhya Pradesh,2024,3,Alirajpur District,4668568,5500728999.0
Madhya Pradesh,2024,3,Sehore District,33216500,39619244700.0
Madhya Pradesh,2024,3,Rajgarh District,30420613,36904992518.0
Madhya Pradesh,2024,3,Maihar District,9311166,10500048091.0
Madhya Pradesh,2024,3,Khargone District,29451817,38389379388.0
Madhya Pradesh,2024,3,Satna District,22892124,26748359599.0
Madhya Pradesh,2024,3,Narsinghpur District,16386569,20057036538.0
Madhya Pradesh,2024,3,Jabalpur District,50786395,60886671653.0
Madhya Pradesh,2024,3,Vidisha District,22825908,27671984648.0
Madhya Pradesh,2024,3,Balaghat District,23455205,27839358626.0
Madhya Pradesh,2024,3,Singrauli District,26536667,28307903298.0
Madhya Pradesh,2024,3,Betul District,21414749,25622136147.0
Madhya Pradesh,2024,3,Sidhi District,14645853,16869516050.0
Madhya Pradesh,2024,3,Datia District,10067732,13271092968.0
Madhya Pradesh,2024,3,Dewas District,39859343,48305704551.0
Madhya Pradesh,2024,3,Sheopur District,7444657,9230732425.0
Madhya Pradesh,2024,3,Neemuch District,17442913,21959610548.0
Madhya Pradesh,2024,3,Raisen District,26942845,30151434733.0
Madhya Pradesh,2024,3,Khandwa District,21836139,23741659842.0
Madhya Pradesh,2024,3,Mandsaur District,28911708,35794701931.0
Madhya Pradesh,2024,3,Barwani District,16501129,19866713399.0
Madhya Pradesh,2024,3,Katni District,16804585,20026286803.0
Madhya Pradesh,2024,3,Narmadapuram District,24994430,31173523077.0
Madhya Pradesh,2024,3,Dindori District,5401419,6017608450.0
Madhya Pradesh,2024,3,Shivpuri District,24645864,28403184755.0
Madhya Pradesh,2024,3,Gwalior District,68207139,87246896594.0
Madhya Pradesh,2024,3,Anuppur District,10120832,10374016336.0
Madhya Pradesh,2024,3,Agar Malwa District,12913407,14706622052.0
Madhya Pradesh,2024,3,Ashoknagar District,11190299,12450986062.0
Madhya Pradesh,2024,3,Sagar District,33221021,40119199143.0
Madhya Pradesh,2024,3,Niwari District,4501451,5162277250.0
Madhya Pradesh,2024,3,Rewa District,29254178,34366839445.0
Madhya Pradesh,2024,3,Shajapur District,19683815,24407039949.0
Madhya Pradesh,2024,3,Ujjain District,59724356,71341810959.0
Madhya Pradesh,2024,3,Bhind District,17765722,23144657990.0
Madhya Pradesh,2024,3,Tikamgarh District,11324022,11842999864.0
Madhya Pradesh,2024,3,Seoni District,18985859,22035788157.0
Madhya Pradesh,2024,3,Harda District,9570755,12831899674.0
Madhya Pradesh,2024,3,Burhanpur District,11962291,15277180172.0
Madhya Pradesh,2024,3,Pandhurna District,4694737,6146279480.0
Madhya Pradesh,2024,3,Damoh District,12090791,14607880693.0
Madhya Pradesh,2024,3,Bhopal District,166135068,160838643234.0
Madhya Pradesh,2024,3,Jhabua District,11730418,13545365897.0
Madhya Pradesh,2024,3,Dhar District,52118001,57541538587.0
Madhya Pradesh,2024,3,Guna District,23445191,25833315250.0
Madhya Pradesh,2024,3,Chhindwara District,29395496,33917333481.0
Madhya Pradesh,2024,3,Umaria District,6913321,7607639374.0
Madhya Pradesh,2024,3,Mandla District,9779389,11359814478.0
Madhya Pradesh,2024,3,Indore District,243877173,252129873604.0
Madhya Pradesh,2024,3,Shahdol District,16774117,18448503415.0
Madhya Pradesh,2024,3,Ratlam District,30672336,39819928684.0
Madhya Pradesh,2024,3,Panna District,9623498,11311602192.0
Madhya Pradesh,2024,3,Chhatarpur District,22675328,26107745067.0
Madhya Pradesh,2024,4,Mauganj District,6229676,8300848471.0
Madhya Pradesh,2024,4,Morena District,30535282,43871661121.0
Madhya Pradesh,2024,4,Alirajpur District,5538318,6797096282.0
Madhya Pradesh,2024,4,Sehore District,35837020,43685851362.0
Madhya Pradesh,2024,4,Rajgarh District,32379947,43179691478.0
Madhya Pradesh,2024,4,Maihar District,10752041,12269500973.0
Madhya Pradesh,2024,4,Khargone District,31687899,43539870583.0
