State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
Madhya Pradesh,2022,1,Merchant payments,237691924,143310226696.72
Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.75
Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26
Madhya Pradesh,2022,1,Financial Services,222923,219927120.16
Madhya Pradesh,2022,1,Others,909453,495513514.75
Madhya Pradesh,2022,2,Merchant payments,287616385,174183397721.36
Madhya Pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.34
Madhya Pradesh,2022,2,Recharge & bill payments,54318983,29125694281.82
Madhya Pradesh,2022,2,Financial Services,157672,153944499.74
Madhya Pradesh,2022,2,Others,713506,381178326.32
Madhya Pradesh,2022,3,Merchant payments,391105651,212445928287.4
Madhya Pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.4
Madhya Pradesh,2022,3,Recharge & bill payments,72148870,39132574047.52
Madhya Pradesh,2022,3,Financial Services,240678,236981163.63
Madhya Pradesh,2022,3,Others,750665,442608716.72
Madhya Pradesh,2022,4,Merchant payments,492999084,272801597092.48
Madhya Pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.65
Madhya Pradesh,2022,4,Recharge & bill payments,79289399,45143248068.82
Madhya Pradesh,2022,4,Financial Services,286931,278304972.65
Madhya Pradesh,2022,4,Others,785003,521508120.73
Madhya Pradesh,2023,1,Merchant payments,404378350,208281637594.0
Madhya Pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
Madhya Pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
Madhya Pradesh,2023,1,Financial Services,226835,236606773.0
Madhya Pradesh,2023,1,Others,618522,393634973.0
Madhya Pradesh,2023,2,Merchant payments,479498828,236960764220.0
Madhya Pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
Madhya Pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
Madhya Pradesh,2023,2,Financial Services,248905,289207465.0
Madhya Pradesh,2023,2,Others,579296,375754606.0
Madhya Pradesh,2023,3,Merchant payments,567760229,255858070965.0
Madhya Pradesh,2023,3,Peer-to-peer payments,333209928,929775417818.0
Madhya Pradesh,2023,3,Recharge & bill payments,76997837,51434802126.0
Madhya Pradesh,2023,3,Financial Services,318662,408838885.0
Madhya Pradesh,2023,3,Others,525937,344868455.0
Madhya Pradesh,2023,4,Merchant payments,648920525,304240605817.0
Madhya Pradesh,2023,4,Peer-to-peer payments,373769167,1063381622538.0
Madhya Pradesh,2023,4,Recharge & bill payments,78674422,58049633385.0
Madhya Pradesh,2023,4,Financial Services,394962,494411136.0
Madhya Pradesh,2023,4,Others,535537,336607811.0
Madhya Pradesh,2024,1,Merchant payments,760567063,350364865596.0
Madhya Pradesh,2024,1,Peer-to-peer payments,434322438,1209747808360.0
Madhya Pradesh,2024,1,Recharge & bill payments,90377724,64385288241.0
Madhya Pradesh,2024,1,Financial Services,392922,591281376.0
Madhya Pradesh,2024,1,Others,496467,330986291.0
Madhya Pradesh,2024,2,Merchant payments,876486253,396252287691.0
Madhya Pradesh,2024,2,Peer-to-peer payments,462570675,1314542897421.0
Madhya Pradesh,2024,2,Recharge & bill payments,95424865,67725929808.0
Madhya Pradesh,2024,2,Financial Services,480050,758501127.0
Madhya Pradesh,2024,2,Others,510214,400330580.0
Madhya Pradesh,2024,3,Merchant payments,948087778,409029113947.0
Madhya Pradesh,2024,3,Peer-to-peer payments,497526836,1279502846189.0
Madhya Pradesh,2024,3,Recharge & bill payments,91085397,71189674865.0
Madhya Pradesh,2024,3,Financial Services,607134,979041970.0
Madhya Pradesh,2024,3,Others,431312,381789560.0
Madhya Pradesh,2024,4,Merchant payments,1049208528,472351463536.0
Madhya Pradesh,2024,4,Peer-to-peer payments,545405608,1455644524190.0
Madhya Pradesh,2024,4,Recharge & bill payments,88543631,73837534565.0
Madhya Pradesh,2024,4,Financial Services,1823754,1042853205.0
Madhya Pradesh,2024,4,Others,420314,428693349.0
Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.22
Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.75
Maharashtra,2018,1,Merchant payments,616779,576964070.74
Maharashtra,2018,1,Financial Services,235051,60997258.06
Maharashtra,2018,1,Others,637197,506188032.95
Maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.68
Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.66
Maharashtra,2018,2,Merchant payments,1306326,1226121649.5
Maharashtra,2018,2,Financial Services,262875,85545909.44
Maharashtra,2018,2,Others,559987,536758077.85
Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.19
Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.98
Maharashtra,2018,3,Merchant payments,2797204,1702220875.43
Maharashtra,2018,3,Financial Services,234598,52348968.01
Maharashtra,2018,3,Others,664880,492227795.64
Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.1
Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.47
Maharashtra,2018,4,Merchant payments,6047705,3985195742.25
Maharashtra,2018,4,Financial Services,325121,77345546.53
Maharashtra,2018,4,Others,821705,621519669.48
Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.09
Maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.65
Maharashtra,2019,1,Merchant payments,12069119,5172594695.53
Maharashtra,2019,1,Financial Services,287569,49487746.21
Maharashtra,2019,1,Others,821624,569019903.86
Maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.95
Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.43
Maharashtra,2019,2,Merchant payments,27854042,9728561726.77
Maharashtra,2019,2,Financial Services,182840,45291636.11
Maharashtra,2019,2,Others,1170993,765228265.8
Maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.56
Maharashtra,2019,3,Merchant payments,54683738,17545729507.4
Maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.74
Maharashtra,2019,3,Financial Services,231467,54108447.39
Maharashtra,2019,3,Others,1519376,814284077.86
Maharashtra,2019,4,Merchant payments,80127804,27209874138.49
Maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.22
Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.04
Maharashtra,2019,4,Financial Services,129755,49622863.82
Maharashtra,2019,4,Others,1501192,672210824.98
Maharashtra,2020,1,Merchant payments,100337738,35200130304.83
Maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.84
Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.43
Maharashtra,2020,1,Financial Services,123476,91363684.13
Maharashtra,2020,1,Others,1215959,558931962.88
Maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.69
Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.42
Maharashtra,2020,2,Merchant payments,48965388,32859184582.22
Maharashtra,2020,2,Financial Services,206461,211733275.78
Maharashtra,2020,2,Others,466502,242917371.3
Maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.21
Maharashtra,2020,3,Merchant payments,100808237,60171102123.95
Maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59
Maharashtra,2020,3,Financial Services,325453,333669599.62
Maharashtra,2020,3,Others,658737,331024593.07
Maharashtra,2020,4,Merchant payments,189845640,103804638603.75
Maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.82
Maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.78
Maharashtra,2020,4,Financial Services,398409,418399992.54
Maharashtra,2020,4,Others,1078433,627692680.41
Maharashtra,2021,1,Merchant payments,253043309,129493046208.16
Maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.8
Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.16
Maharashtra,2021,1,Financial Services,439551,492900202.68
Maharashtra,2021,1,Others,966668,630909553.45
Maharashtra,2021,2,Merchant payments,247194293,150864465217.02
Maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.53
Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.45
Maharashtra,2021,2,Financial Services,504252,536780917.04
Maharashtra,2021,2,Others,1094842,699738247.67
Maharashtra,2021,3,Merchant payments,390051884,216701984638.99
Maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.56
Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.06
Maharashtra,2021,3,Financial Services,448646,579098938.66
Maharashtra,2021,3,Others,1477851,873324624.18
Maharashtra,2021,4,Merchant payments,540351277,305512280091.42
Maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.22
Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.44
Maharashtra,2021,4,Financial Services,606265,707102765.31
Maharashtra,2021,4,Others,1918093,1188658731.12
Maharashtra,2022,1,Merchant payments,646277671,340240479374.37
Maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.21
Maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55
Maharashtra,2022,1,Financial Services,583243,677612619.28
Maharashtra,2022,1,Others,1758926,1084139453.73
Maharashtra,2022,2,Merchant payments,810961772,428469294407.16
Maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.81
Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16
Maharashtra,2022,2,Financial Services,490152,559321829.45
Maharashtra,2022,2,Others,1542719,930827919.3
Maharashtra,2022,3,Merchant payments,876618082,432250721734.13
Maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.91
Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.37
Maharashtra,2022,3,Financial Services,521362,571583115.67
Maharashtra,2022,3,Others,1222420,831183386.47
Maharashtra,2022,4,Merchant payments,1025666187,502660888415.46
Maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.96
Maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03
Maharashtra,2022,4,Financial Services,620124,699276779.19
Maharashtra,2022,4,Others,1228291,914951674.48
Maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
Maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
Maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
Maharashtra,2023,1,Financial Services,667987,763120514.0
Maharashtra,2023,1,Others,1280074,953990262.0
Maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
Maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
Maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
Maharashtra,2023,2,Financial Services,697164,821061690.0
Maharashtra,2023,2,Others,1152916,870693412.0
Maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
Maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
Maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
Maharashtra,2023,3,Financial Services,824436,1088491523.0
Maharashtra,2023,3,Others,1078944,831084802.0
Maharashtra,2023,4,Merchant payments,1646497204,707862700173.0
Maharashtra,2023,4,Peer-to-peer payments,767517612,2254104157529.0
Maharashtra,2023,4,Recharge & bill payments,155965094,133821812867.0
Maharashtra,2023,4,Financial Services,1025481,1362709031.0
Maharashtra,2023,4,Others,1157334,863555358.0
Maharashtra,2024,1,Merchant payments,1821471481,754044465385.0
Maharashtra,2024,1,Peer-to-peer payments,843766518,2472993827118.0
Maharashtra,2024,1,Recharge & bill payments,168431872,143453128973.0
Maharashtra,2024,1,Financial Services,1024838,1577112130.0
Maharashtra,2024,1,Others,1075772,830361250.0
Maharashtra,2024,2,Merchant payments,2008664821,832044260771.0
Maharashtra,2024,2,Peer-to-peer payments,879509986,2596196230098.0
Maharashtra,2024,2,Recharge & bill payments,173148051,142150478979.0
Maharashtra,2024,2,Financial Services,1111574,1823280899.0
Maharashtra,2024,2,Others,1060370,975082840.0
Maharashtra,2024,3,Merchant payments,2136665237,875057356694.0
Maharashtra,2024,3,Peer-to-peer payments,971212505,2659562391989.0
Maharashtra,2024,3,Recharge & bill payments,177213655,149372864990.0
Maharashtra,2024,3,Financial Services,1413867,2254480451.0
Maharashtra,2024,3,Others,898731,1021568015.0
Maharashtra,2024,4,Merchant payments,2393917535,1009302079777.0
Maharashtra,2024,4,Peer-to-peer payments,1061923073,2988739020373.0
Maharashtra,2024,4,Recharge & bill payments,173698536,149455601195.0
Maharashtra,2024,4,Financial Services,3784218,2349724009.0
Maharashtra,2024,4,Others,908477,1182025533.0
Manipur,2018,1,Recharge & bill payments,50212,6463184.55
Manipur,2018,1,Peer-to-peer payments,26382,115495173.56
Manipur,2018,1,Financial Services,2660,412579.54
Manipur,2018,1,Merchant payments,1614,3616475.64
Manipur,2018,1,Others,3201,2058760.64
Manipur,2018,2,Recharge & bill payments,77991,11541247.78
Manipur,2018,2,Peer-to-peer payments,60365,232157389.79
Manipur,2018,2,Financial Services,5992,1241901.27
Manipur,2018,2,Merchant payments,4041,5366759.83
Manipur,2018,2,Others,3332,2902422.65
Manipur,2018,3,Peer-to-peer payments,95204,357768750.18
Manipur,2018,3,Recharge & bill payments,81323,13912990.48
Manipur,2018,3,Merchant payments,7396,9180953.98
Manipur,2018,3,Financial Services,2577,333081.64
Manipur,2018,3,Others,2758,2135468.51
Manipur,2018,4,Recharge & bill payments,113507,18898063.28
Manipur,2018,4,Peer-to-peer payments,104872,562009595.96
Manipur,2018,4,Merchant payments,13333,20685433.28
Manipur,2018,4,Financial Services,1452,307325.24
Manipur,2018,4,Others,2946,3783141.54
Manipur,2019,1,Peer-to-peer payments,127067,619919870.75
Manipur,2019,1,Recharge & bill payments,120000,22106830.37
Manipur,2019,1,Merchant payments,15190,14580183.38
Manipur,2019,1,Financial Services,800,174777.17
Manipur,2019,1,Others,2352,3116398.76
Manipur,2019,2,Peer-to-peer payments,120153,679785849.14
Manipur,2019,2,Recharge & bill payments,116500,23573234.27
Manipur,2019,2,Merchant payments,18044,15996651.15
Manipur,2019,2,Financial Services,387,91955.02
Manipur,2019,2,Others,2341,3342252.58
Manipur,2019,3,Recharge & bill payments,180057,36634657.05
Manipur,2019,3,Peer-to-peer payments,144965,803335616.63
Manipur,2019,3,Merchant payments,17683,20490224.44
Manipur,2019,3,Financial Services,358,367865.79
Manipur,2019,3,Others,1945,2723638.65
Manipur,2019,4,Recharge & bill payments,212136,44202546.57
Manipur,2019,4,Peer-to-peer payments,211927,1123258478.45
Manipur,2019,4,Merchant payments,23094,30486780.45
Manipur,2019,4,Financial Services,548,240641.77
Manipur,2019,4,Others,1639,2709234.86
Manipur,2020,1,Peer-to-peer payments,451733,2458093401.74
Manipur,2020,1,Recharge & bill payments,285234,62688260.38
Manipur,2020,1,Merchant payments,78067,74202067.07
Manipur,2020,1,Financial Services,622,354184.47
Manipur,2020,1,Others,3145,3252467.22
Manipur,2020,2,Peer-to-peer payments,533206,2980242535.08
Manipur,2020,2,Recharge & bill payments,450830,107589094.3
Manipur,2020,2,Merchant payments,92110,106540409.3
Manipur,2020,2,Financial Services,1676,1457570.8
Manipur,2020,2,Others,5246,3106603.33
Manipur,2020,3,Peer-to-peer payments,774786,4301284799.33
Manipur,2020,3,Recharge & bill payments,464659,113190539.15
Manipur,2020,3,Merchant payments,170653,195132026.63
Manipur,2020,3,Financial Services,1878,1593035.94
Manipur,2020,3,Others,8192,4775719.81
Manipur,2020,4,Peer-to-peer payments,892853,5172499337.53
Manipur,2020,4,Recharge & bill payments,436450,114202616.35
Manipur,2020,4,Merchant payments,289050,307902115.38
Manipur,2020,4,Financial Services,1806,2448402.91
Manipur,2020,4,Others,7693,5172086.28
Manipur,2021,1,Peer-to-peer payments,1117829,6402367883.67
Manipur,2021,1,Recharge & bill payments,796590,223955812.59
Manipur,2021,1,Merchant payments,377280,433297594.14
Manipur,2021,1,Financial Services,3398,4385333.18
Manipur,2021,1,Others,8438,6280890.91
Manipur,2021,2,Peer-to-peer payments,1372821,7041837917.79
Manipur,2021,2,Recharge & bill payments,1187952,305103750.57
Manipur,2021,2,Merchant payments,510734,531484849.49
Manipur,2021,2,Financial Services,4165,4256098.23
Manipur,2021,2,Others,10603,7145346.31
Manipur,2021,3,Peer-to-peer payments,1819423,9134806594.53
Manipur,2021,3,Recharge & bill payments,1368584,367664440.53
Manipur,2021,3,Merchant payments,735707,889317377.09
Manipur,2021,3,Financial Services,3460,5625517.98
Manipur,2021,3,Others,14222,9447098.78
Manipur,2021,4,Peer-to-peer payments,2199970,10998828287.53
Manipur,2021,4,Recharge & bill payments,1451488,412791673.8
Manipur,2021,4,Merchant payments,1013985,1229517397.46
Manipur,2021,4,Financial Services,4671,5941100.58
Manipur,2021,4,Others,17325,11393578.84
Manipur,2022,1,Peer-to-peer payments,2517626,12169368063.41
Manipur,2022,1,Recharge & bill payments,1528476,469035958.35
Manipur,2022,1,Merchant payments,1247205,1489604137.21
Manipur,2022,1,Financial Services,4878,6057615.53
Manipur,2022,1,Others,15494,10435303.88
Manipur,2022,2,Peer-to-peer payments,2843426,12704512238.81
Manipur,2022,2,Merchant payments,1709547,1757831052.07
Manipur,2022,2,Recharge & bill payments,1533778,448637966.72
Manipur,2022,2,Financial Services,4069,4753628.56
Manipur,2022,2,Others,14812,7175748.99
Manipur,2022,3,Peer-to-peer payments,3127266,12927705072.14
Manipur,2022,3,Merchant payments,1829741,2010460357.09
Manipur,2022,3,Recharge & bill payments,1379911,432182393.84
Manipur,2022,3,Financial Services,4524,4671353.41
Manipur,2022,3,Others,11300,6411090.83
Manipur,2022,4,Peer-to-peer payments,3259645,13133729481.47
Manipur,2022,4,Merchant payments,1828984,2074698993.42
Manipur,2022,4,Recharge & bill payments,1325391,406031254.08
Manipur,2022,4,Financial Services,4691,5754919.96
Manipur,2022,4,Others,9959,5742049.4
Manipur,2023,1,Peer-to-peer payments,1703742,7281781083.0
Manipur,2023,1,Merchant payments,933135,1083073192.0
Manipur,2023,1,Recharge & bill payments,613398,214427498.0
Manipur,2023,1,Financial Services,3529,3178295.0
Manipur,2023,1,Others,4579,3104024.0
Manipur,2023,2,Peer-to-peer payments,812842,3763543566.0
Manipur,2023,2,Merchant payments,499534,569980400.0
Manipur,2023,2,Recharge & bill payments,290239,127777535.0
Manipur,2023,2,Financial Services,1849,1430976.0
Manipur,2023,2,Others,1807,1144176.0
Manipur,2023,3,Peer-to-peer payments,450548,3054677807.0
Manipur,2023,3,Merchant payments,222132,418107590.0
Manipur,2023,3,Recharge & bill payments,189582,131240898.0
Manipur,2023,3,Financial Services,2290,3551704.0
Manipur,2023,3,Others,926,708602.0
Manipur,2023,4,Peer-to-peer payments,1098359,5690075337.0
Manipur,2023,4,Merchant payments,638811,893960176.0
Manipur,2023,4,Recharge & bill payments,368865,209606825.0
Manipur,2023,4,Financial Services,4438,5093670.0
Manipur,2023,4,Others,2727,1589290.0
Manipur,2024,1,Peer-to-peer payments,1925478,7502533003.0
Manipur,2024,1,Merchant payments,1303360,1446015880.0
Manipur,2024,1,Recharge & bill payments,607751,282103846.0
Manipur,2024,1,Financial Services,4717,9906854.0
Manipur,2024,1,Others,4258,2413740.0
Manipur,2024,2,Peer-to-peer payments,2518131,8860962120.0
Manipur,2024,2,Merchant payments,1895872,1727175316.0
Manipur,2024,2,Recharge & bill payments,640058,297356354.0
Manipur,2024,2,Financial Services,5784,9375969.0
Manipur,2024,2,Others,3479,3131034.0
Manipur,2024,3,Peer-to-peer payments,2964825,9398509217.0
Manipur,2024,3,Merchant payments,2085364,1932267978.0
Manipur,2024,3,Recharge & bill payments,637582,324563249.0
Manipur,2024,3,Financial Services,9458,12782236.0
